prompt,entity,status,color,number,location,paint,culture,hand,face,gender,illogical
a t-shirt with Carpe Diem written on it,"('t-shirt', 'Carpe Diem')",0,0,1,1,0,0,0,0,0,0
a tuba,"('tuba',)",0,0,1,0,0,0,0,0,0,0
a tuba made of flower petals,"('tuba', 'petals')",0,0,1,0,0,0,0,0,0,0
a tuba with red flowers protruding from its bell,"('tuba', 'flowers', 'bell')",1,1,1,0,0,0,0,0,0,0
a turkey,"('turkey',)",0,0,1,0,0,0,0,0,0,0
a turkey walking in the kitchen,"('turkey', 'kitchen')",1,0,1,1,0,0,0,0,0,2
a turtle,"('turtle',)",0,0,1,0,0,0,0,0,0,0
a turtle upside down and spinning on its shell,"('turtle', 'shell')",1,0,1,0,0,0,0,0,0,2
a TV,"('TV',)",0,0,1,0,0,0,0,0,0,0
a TV on a horse,"('TV', 'horse')",0,0,1,1,0,0,0,0,0,2
a two lane road with a bright yellow line,"('road', 'line')",0,1,1,0,0,0,0,0,0,0
a Tyrannosaurus Rex,"('Tyrannosaurus Rex',)",0,0,1,0,0,0,0,0,0,0
a Tyrannosaurus Rex roaring in front of a palm tree,"('Tyrannosaurus Rex', 'tree')",1,0,1,1,0,0,0,0,0,0
a unicorn with a multicolored mane,"('unicorn', 'mane')",0,2,0,0,0,0,0,0,0,0
A van parked on grass,"('van', 'grass')",0,0,1,1,0,0,0,0,0,0
A vector illustration of a tree,"('illustration', 'tree')",0,0,1,0,1,0,0,0,0,0
a very fancy French restaurant,"('restaurant',)",0,0,1,0,0,1,0,0,0,0
A Vietnam map,"('map',)",0,0,1,0,0,1,0,0,0,0
A Vietnam map showing Ha Long Bay,"('map', 'Ha Long Bay')",0,0,1,0,0,1,0,0,0,0
a view of the Big Dipper in the night sky,"('view', 'Big Dipper', 'sky')",0,0,1,1,0,0,0,0,0,0
a view of the Earth from the moon,"('view', 'Earth', 'moon')",0,0,1,1,0,0,0,0,0,0
a view of the Kremlin on a sunny day,"('view', 'Kremlin')",0,0,1,0,0,0,0,0,0,0
a view of the Kremlin with snow falling,"('view', 'Kremlin', 'snow')",0,0,1,0,0,0,0,0,0,0
a view of the Milllenium Wheel from the Thames,"('view', 'Milllenium Wheel', 'Thames')",0,0,1,1,0,0,0,0,0,0
a view of the Orion constellation in the night sky,"('view', 'Orion constellation', 'sky')",0,0,1,1,0,0,0,0,0,0
a violin,"('violin',)",0,0,1,0,0,0,0,0,0,0
a violin next to an apple,"('violin', 'apple')",0,0,1,1,0,0,0,0,0,0
a volcano,"('volcano',)",0,0,1,0,0,0,0,0,0,0
a volcano erupting near a small town,"('volcano', 'town')",1,0,1,1,0,0,0,0,0,0
a volcano exploding next to a marina,"('volcano', 'marina')",1,0,1,1,0,0,0,0,0,0
a volcano spewing fish into the sky,"('volcano', 'fish', 'sky')",1,0,1,0,0,0,0,0,0,2
a volcano with lava pouring down its slopes,"('volcano', 'lava', 'slopes')",1,0,1,1,0,0,0,0,0,0
a wall,"('wall',)",0,0,1,0,0,0,0,0,0,0
"A wall in a royal castle. There are two paintings on the wall. The one on the left a detailed oil painting of the royal raccoon king. The one on the right a detailed oil painting of the royal raccoon queen. A cute dog looking at the two paintings, holding a sign saying 'plz conserve'","('wall', 'castle', 'paintings', 'raccoon king', 'raccoon queen', 'dog', 'sign')",1,0,1,1,1,0,0,0,0,2
a walnut,"('walnut',)",0,0,1,0,0,0,0,0,0,0
A warrior wombat holding a sword and shield in a fighting stance. The wombat stands in front of the Arc de Triomphe on a day shrouded mist with the sun high in the sky.,"('wombat', 'sword', 'shield', 'Arc de Triomphe', 'mist', 'sun', 'sky', 'warrior')",1,0,1,1,0,0,0,0,0,2
a water tower next to a deserted road,"('water tower', 'road')",0,0,1,1,0,0,0,0,0,0
a watercolor painting of a snowy owl standing in a grassy field,"('painting', 'owl', 'field')",1,0,1,1,1,0,0,0,0,0
a watercolor painting of a tree and a building,"('painting', 'tree', 'building')",0,0,1,0,1,0,0,0,0,0
a watermelon chair,"('chair',)",0,0,1,0,0,0,0,0,0,0
a whale,"('whale',)",0,0,1,0,0,0,0,0,0,0
a whale breaching in front of the Sydney Opera House,"('whale', 'Opera House')",1,0,1,1,0,1,0,0,0,0
a whale breaching near a mountain,"('whale', 'mountain')",1,0,1,1,0,0,0,0,0,0
a white background with a large blue circle,"('background', 'circle')",0,1,1,0,0,0,0,0,0,0
a white background with a large blue circle acand a small green square,"('background', 'circle', 'square')",0,1,1,0,0,0,0,0,0,0
a white background with a large blue square,"('background', 'square')",0,1,1,0,0,0,0,0,0,0
a white bird in front of a dinosaur standing by some trees,"('bird', 'dinosaur', 'trees')",1,1,1,1,0,0,0,0,0,0
a white cat and a tabby cat looking at each other,"('cat',)",1,1,1,0,0,0,0,0,0,0
a white cat with black ears and markings,"('cat', 'ears', 'markings')",0,1,1,0,0,0,0,0,0,0
a white country home,"('home',)",0,1,1,0,0,0,0,0,0,0
a white country home with a wrap-around porch,"('home', 'porch')",0,1,1,0,0,0,0,0,0,0
a white flag with a red circle next to a solid blue flag,"('flag', 'circle')",0,1,1,1,0,0,0,0,0,0
a white pawn attacking a black bishop,"('pawn', 'bishop')",1,1,1,0,0,0,0,0,0,0
a white plastic bench with a high arched back,"('bench', 'back')",0,1,1,0,0,0,0,0,0,0
a white rabbit in blue jogging clothes doubled over in pain while a turtle wearing a red tank top dashes confidently through the finish line,"('rabbit', 'clothes', 'turtle', 'tank top', 'finish line')",1,1,1,1,0,0,0,0,0,2
a white robot passing a soccer ball to a red robot,"('robot', 'soccer ball')",1,1,1,0,0,0,0,0,0,0
a white robot with a red mohawk painted as graffiti on a red brick wall,"('robot', 'mohawk', 'graffiti', 'wall')",0,1,1,1,1,0,0,0,0,0
"a white robot, a red robot and a black robot standing together","('robot',)",1,1,1,0,0,0,0,0,0,0
a white towel,"('towel',)",0,1,1,0,0,0,0,0,0,0
a white towel with a cartoon of a cat on it,"('towel', 'cat', 'cartoon')",0,1,1,1,1,0,0,0,0,0
a white towel with a cat on it,"('towel', 'cat')",0,1,1,1,0,0,0,0,0,0
a windmill,"('windmill',)",0,0,1,0,0,0,0,0,0,0
a windmill farm next to a country road,"('farm', 'road', 'windmill')",0,0,1,1,0,0,0,0,0,0
a wine bottle with a lit candle stuck in its spout,"('bottle', 'candle', 'spout')",0,0,1,1,0,0,0,0,0,0
a wine bottle with a red ribbon wrapped around it,"('bottle', 'ribbon')",0,1,1,1,0,0,0,0,0,0
a witch riding a broom,"('witch', 'broom')",1,0,1,1,0,0,0,2,1,0
a woman,"('woman',)",0,0,1,0,0,0,0,2,1,0
a woman looking at a house,"('woman', 'house')",1,0,1,0,0,0,0,2,1,0
a woman running on a trail,"('woman', 'trail')",1,0,1,1,0,0,0,2,1,0
a woman singing into a microphone,"('woman', 'microphone')",1,0,1,0,0,0,0,2,1,0
a woman using a sledgehammer to smash an ice sculpture of a goose,"('woman', 'sledgehammer', 'ice sculpture', 'goose')",1,0,1,0,0,0,2,2,1,0
a woman with a dog puppet and a cat puppet,"('woman', 'dog puppet', 'cat puppet')",0,0,1,0,0,0,0,2,1,0
a woman with long black hair and dark skin,"('woman', 'hair', 'skin')",0,1,1,0,0,0,0,2,1,0
a woman with long black hair and dark skin in a long white dress,"('woman', 'hair', 'skin', 'dress')",0,1,1,1,0,0,0,2,1,0
a woman with long hair,"('woman', 'hair')",0,0,1,0,0,0,0,2,1,0
a woman with long hair next to a luminescent bird,"('woman', 'hair', 'bird')",0,2,1,1,0,0,0,2,1,2
a woman with sunglasses and red hair,"('woman', 'sunglasses', 'hair')",0,1,1,0,0,0,0,2,1,0
a woman with tan skin in blue jeans and yellow shirt,"('woman', 'skin', 'jeans', 'shirt')",0,1,1,1,0,0,0,2,1,0
"A wombat sits in a yellow beach chair, while sipping a martini that is on his laptop keyboard. The wombat is wearing a white panama hat and a floral Hawaiian shirt. Out-of-focus palm trees in the background.","('wombat', 'chair', 'martini', 'keyboard', 'hat', 'shirt', 'trees')",1,1,1,1,0,1,0,0,0,2
a wood cabin,"('cabin',)",0,0,1,0,0,0,0,0,0,0
a wood cabin with a fire pit in front of it,"('cabin', 'fire pit')",0,0,1,1,0,0,0,0,0,0
a wood treehouse in an oak tree,"('tree', 'treehouse')",0,0,1,1,0,0,0,0,0,0
a wooden deck,"('deck',)",0,0,1,0,0,0,0,0,0,0
a wooden deck overlooking a mountain valley,"('deck', 'valley')",1,0,1,0,0,0,0,0,0,0
a wooden post,"('wooden post',)",0,0,1,0,0,0,0,0,0,0
a wooden post in front of a patch of tall grass,"('wooden post', 'grass')",0,0,1,1,0,0,0,0,0,0
a wooden post with a blue '5' painted on top,"('wooden post', '5')",0,1,1,1,0,0,0,0,0,0
a wooden post with a yellow '3' painted on top,"('wooden post', '3')",0,1,1,1,0,0,0,0,0,0
a wooden toy horse with a mane made of rope,"('toy horse', 'rope', 'mane')",0,0,1,0,0,0,0,0,0,0
a yellow box,"('box',)",0,1,1,0,0,0,0,0,0,0
a yellow box to the right of a blue sphere,"('box', 'sphere')",0,1,1,1,0,0,0,0,0,0
a yellow diamond-shaped sign,"('sign',)",0,1,1,0,0,0,0,0,0,0
a yellow diamond-shaped sign with a deer silhouette,"('deer', 'deer silhouette')",0,1,1,0,0,0,0,0,0,0
a yellow diamond-shaped sign with a puma silhouette,"('sign', 'puma silhouette')",0,1,1,0,0,0,0,0,0,0
a yellow diamond-shaped sign with a turtle silhouette,"('sign', 'silhouette', 'turtle')",0,1,1,0,0,0,0,0,0,0
a yellow diamond-shaped sign with a wooly mammoth silhouette,"('sign', 'mammoth', 'silhouette')",0,1,1,0,0,0,0,0,0,0
a yellow dump truck filled with soccer balls driving in a coral reef. a blue whale looms in the background.,"('truck', 'soccer balls', 'coral reef', 'whale')",1,1,1,1,0,0,0,0,0,2
a yellow fire hydrant in grass,"('hydrant', 'grass')",0,1,1,1,0,0,0,0,0,0
a yellow sticky note,"('note',)",0,1,1,0,0,0,0,0,0,0
a yellow sticky note with 'BUY MILK' written on it,"('note', 'BUY MILK')",0,1,1,1,0,0,0,0,0,0
a yellow swirl next to a blue dashed line.,"('swirl', 'dashed line')",0,1,1,1,0,0,0,0,0,0
a yellow tiger with blue stripes,"('tiger', 'stripes')",0,1,1,0,0,0,0,0,0,2
a yellow t-shirt,"('t-shirt',)",0,1,1,0,0,0,0,0,0,0
a yellow t-shirt with a dog on it,"('t-shirt', 'dog')",0,1,1,1,0,0,0,0,0,0
a yellow wall,"('wall',)",0,1,1,0,0,0,0,0,0,0
a yellow wall with a large framed oil painting of a car,"('wall', 'painting', 'car')",0,1,1,0,1,0,0,0,0,0
"a yellow wall with 'Hello, world.' written on it","('wall', 'Hello, world')",0,1,1,1,0,0,0,0,0,0
a yellow wall with the word KA-BOOM on it,"('wall', 'KA-BOOM', 'KA-BOOM')",0,1,1,1,0,0,0,0,0,0
a yellow wall with two framed sketches,"('wall', 'sketches')",0,1,1,0,1,0,0,0,0,0
a yield sign,"('sign',)",0,0,1,0,0,0,0,0,0,0
"a young badger delicately sniffing a yellow rose, richly textured oil painting","('badger', 'rose', 'painting')",1,1,1,0,1,0,0,0,0,0
a young girl playing piano,"('young girl', 'piano')",1,0,1,0,0,0,2,2,1,0
a young girl wearing a tiara and frilly dress,"('young girl', 'tiara', 'dress')",0,0,1,1,0,0,0,2,1,0
a young woman with glasses reading a thick book at a mahogany desk,"('young woman', 'glasses', 'book', 'desk')",1,0,1,1,0,0,0,2,1,0
a zebra,"('zebra',)",0,0,1,0,0,0,0,0,0,0
a zebra with alternating blue and red stripes,"('zebra', 'stripes')",0,1,1,0,0,0,0,0,0,2
a zebra with blue stripes,"('zebra', 'stripes')",0,1,1,0,0,0,0,0,0,2
"Aerial view of downtown Manhattan, but with Millennium Wheel next to the Statue of Liberty. The Great Pyramid is on a sandy island near the buildings.","('Aerial view', 'downtown', 'Millennium Wheel', 'Statue of Liberty', 'Pyramid', 'island', 'buildings')",0,0,1,1,0,1,2,2,1,0
air,"('air',)",0,0,0,0,0,0,0,0,0,0
an abstract drawing of the Great Wall,"('drawing', 'Great Wall')",0,0,1,0,1,0,0,0,0,0
an abstract oil painting in deep red and black with a thick patches of white,"('painting', 'patches')",0,1,1,1,1,0,0,0,0,0
an abstract painting of a house on a mountain,"('painting', 'house', 'mountain')",0,0,1,1,1,0,0,0,0,0
an abstract painting of a pond with a bridge,"('painting', 'pond', 'bridge')",0,0,1,0,1,0,0,0,0,0
an abstract painting of a spaceship,"('painting', 'spaceship')",0,0,1,0,1,0,0,0,0,0
an abstract painting of a tree and a building,"('painting', 'tree', 'building')",0,0,1,0,1,0,0,0,0,0
an abstract painting of a waterfall,"('painting', 'waterfall')",0,0,1,0,1,0,0,0,0,0
an abstract painting of the Empire State Building,"('painting', 'Building')",0,0,1,0,1,0,0,0,0,0
an abstract painting of the Great Pyramid,"('painting', 'Great Pyramid')",0,0,1,0,1,0,0,0,0,0
an abstract painting of the lights at Times Square,"('painting', 'lights', 'Times Square')",0,0,1,0,1,0,0,0,0,0
An abstract painting of the Statue of Liberty,"('painting', 'Statue of Liberty')",0,0,1,0,1,0,2,2,1,0
an abstract painting of the Sydney Opera House,"('painting', 'Sydney Opera House')",0,0,1,0,1,0,0,0,0,0
"an abstract painting of three squares in blue, red and white","('painting', 'squares')",0,1,1,0,1,0,0,0,0,0
"an abstract painting of three squares in blue, yellow and red","('squares', 'painting')",0,1,1,0,1,0,0,0,0,0
"an abstract painting of three triangles in blue, red and white","('painting', 'triangles')",0,1,1,0,1,0,0,0,0,0
"an abstract painting of three triangles in blue, yellow and red","('triangles', 'painting')",0,1,1,0,1,0,0,0,0,0
"an abstract painting with blue, red and black","('painting',)",0,1,0,0,1,0,0,0,0,0
an aerial photo of a baseball stadium,"('photo', 'baseball stadium')",0,0,1,0,0,0,0,0,0,0
an aerial photo of a carnival at night,"('photo', 'carnival')",0,0,1,0,0,0,0,0,0,0
an aerial photo of a sandy island in the ocean,"('photo', 'island', 'ocean')",0,0,1,1,0,0,0,0,0,0
An aerial view of Ha Long Bay,"('aerial view', 'Ha Long Bay')",0,0,1,0,0,0,0,0,0,0
An aerial view of Ha Long Bay without any boats,"('aerial view', 'Ha Long Bay', 'boats')",0,0,1,0,0,0,0,0,0,0
an aerial view of the Great Pyramid,"('aerial view', 'Pyramid')",0,0,1,0,0,0,0,0,0,0
an aerial view of the Great Wall,"('aerial view', 'Great Wall')",0,0,1,0,0,0,0,0,0,0
an airplane,"('airplane',)",0,0,1,0,0,0,0,0,0,0
an airplane flying into a cloud that looks like monster,"('airplane', 'cloud', 'monster')",1,0,1,1,0,0,0,0,0,0
an airplane taking off of a runway,"('airplane', 'runway')",1,0,1,1,0,0,0,0,0,0
An alien octopus floats through a portal reading a newspaper. DSLR photo.,"('alien octopus', 'portal', 'newspaper', 'photo')",1,0,1,1,0,0,0,0,0,2
an angry man,"('man',)",0,0,1,0,0,0,0,2,2,0
"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu","('illustration', 'Opera House', 'Eiffel tower', 'night sky', 'energy', 'stars', 'swirls')",1,1,1,1,1,1,0,0,0,0
an antique car by a beach,"('antique car', 'beach')",0,0,1,1,0,0,0,0,0,0
an antique chest,"('chest',)",0,0,1,0,0,0,0,0,0,0
an antique chest with three drawers,"('chest', 'drawers')",0,0,1,0,0,0,0,0,0,0
an armchair,"('armchair',)",0,0,1,0,0,0,0,0,0,0
an armchair in the shape of an avocado,"('armchair', 'avocado')",0,0,1,0,0,0,0,0,0,0
an avocado,"('avocado',)",0,0,1,0,0,0,0,0,0,0
an avocado on a table,"('avocado', 'table')",0,0,1,1,0,0,0,0,0,0
an eagle,"('eagle',)",0,0,1,0,0,0,0,0,0,0
an eagle swooping down to catch a mouse,"('eagle', 'mouse')",1,0,1,0,0,0,0,0,0,0
an Egyptian statue,"('statue',)",0,0,1,0,0,1,0,2,0,0
an Egyptian statue in the desert,"('statue', 'desert')",0,0,1,1,0,1,0,2,0,0
an elder politician giving a campaign speech,"('elder politician', 'speech')",1,0,1,0,0,0,0,2,0,0
an elderly woman,"('woman',)",0,0,1,0,0,0,0,2,1,0
an elderly woman with straight hair and metal-rimmed glasses,"('elderly woman', 'hair', 'glasses')",0,0,1,0,0,0,0,2,1,0
an elephant,"('elephant',)",0,0,1,0,0,0,0,0,0,0
an elephant in a tennis court,"('elephant', 'tennis court')",0,0,1,1,0,0,0,0,0,0
an elephant using its trunk to blow into a tuba,"('elephant', 'trunk', 'tuba')",1,0,1,1,0,0,0,0,0,0
an elephant walking on the Great Wall,"('elephant', 'Great Wall')",1,0,1,1,0,0,0,0,0,2
an elf drinking orange juice through a straw of a giant orange next to a squirrel and an owl watching from above,"('elf', 'orange juice', 'straw', 'orange', 'squirrel', 'owl')",1,0,1,1,0,0,2,2,0,2
"an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants","('emoji', 'baby penguin', 'hat', 'gloves', 'shirt', 'pants')",1,1,1,1,0,0,0,0,0,0
An empty fireplace with a television above it. The TV shows a lion hugging a giraffe.,"('fireplace', 'television', 'TV', 'lion', 'giraffe')",1,0,1,1,0,0,0,0,0,0
an espresso machine,"('espresso machine',)",0,0,1,0,0,0,0,0,0,0
an espresso machine that makes coffee from human souls,"('espresso machine', 'coffee')",0,0,1,0,0,0,0,0,0,2
"an espresso machine that makes coffee from human souls, high-contrast painting","('espresso machine', 'coffee', 'painting')",0,0,1,0,1,0,0,0,0,2
an extreme close-up view of a capybara sitting in a field,"('close-up view', 'capybara', 'field')",1,0,1,1,0,0,0,0,0,0
an F1,"('F1',)",0,0,1,0,0,0,0,0,0,0
an F1 race car,"('race car',)",0,0,1,0,0,0,0,0,0,0
an F1 race car in a Manhattan street,"('car', 'street')",0,0,1,1,0,1,0,0,0,0
an illustration of a baby daikon radish in a tutu walking a dog,"('illustration', 'daikon radish', 'tutu', 'dog')",1,0,1,0,0,0,0,0,0,2
an illustration of a teapot,"('illustration', 'teapot')",0,0,1,0,0,0,0,0,0,0
an image of the moons of the planet Jupiter,"('image', 'Jupiter')",0,0,1,0,0,0,0,0,0,0
an impressionist painting of the geyser Old Faithful,"('painting', 'geyser ')",0,0,1,0,1,0,0,0,0,0
an impressionistic painting of tree and a building,"('painting', 'tree', 'building')",0,0,1,0,1,0,0,0,0,0
an inflatable rabbit held up in the air by the geyser Old Faithful,"('rabbit', 'air', 'geyser Old Faithful')",0,0,1,1,0,0,0,0,0,0
an invisible man wearing horn-rimmed glasses and a pearl bead necklase while looking at his phone,"('man', 'glasses', 'necklase', 'phone')",1,0,1,1,0,0,2,2,2,2
an iPhone case,"('case',)",0,0,1,0,0,0,0,0,0,0
an ocean at the base of the Great Wall,"('ocean', 'Great Wall')",0,0,1,1,0,0,0,0,0,0
an octopus,"('octopus',)",0,0,1,0,0,0,0,0,0,0
an oil painting of a cat playing checkers,"('painting', 'cat', 'checkers')",1,0,1,0,1,0,0,0,0,0
an oil painting of a hamster dragon,"('painting', 'hamster dragon')",0,0,1,0,1,0,0,0,0,0
an oil painting of a tree and a building,"('painting', 'tree', 'building')",0,0,1,0,1,0,0,0,0,0
An oil painting of a two-story house lifting off the ground like a rocket.,"('painting', 'house', 'rocket')",1,0,1,1,1,0,0,0,0,0
An oil painting of the Statue of Liberty,"('painting', 'Statue of Liberty')",0,0,1,0,1,0,2,2,1,0
"An oil painting of two rabbits in the style of American Gothic, wearing the same clothes as in the original.","('painting', 'rabbits', 'clothes')",0,0,1,1,1,1,0,0,0,0
"an oil surrealist painting of a dreamworld on a seashore where clocks and watches appear to be inexplicably limp and melting in the desolate landscape. a table on the left, with a golden watch swarmed by ants. a strange fleshy creature in the center of the painting","('painting', 'dreamworld', 'seashore', 'clocks', 'watches', 'table', 'ants', 'creature', 'landscape')",1,0,1,1,1,0,0,0,0,0
an old man,"('man',)",0,0,1,0,0,0,0,2,2,0
an old man with a long grey beard and green eyes,"('old man', 'beard', 'eyes')",0,1,1,0,0,0,0,2,2,0
"an old raccoon wearing a top hat and holding an apple, oil painting in the style of van gogh","('raccoon', 'hat', 'apple', 'painting')",1,0,1,1,1,0,0,0,0,0
an old red truck parked by the geyser Old Faithful,"('truck', 'geyser Old Faithful')",0,1,1,1,0,1,0,0,0,0
an old-fashioned cocktail,"('cocktail',)",0,0,1,0,0,1,0,0,0,0
an old-fashioned cocktail next to a napkin,"('cocktail', 'napkin')",0,0,1,1,0,1,0,0,0,0
an old-fashioned phone next to a sleek laptop,"('phone', 'laptop')",0,0,1,1,0,1,0,0,0,0
an old-fashioned windmill surrounded by flowers,"('windmill', 'flowers')",0,0,1,1,0,1,0,0,0,0
an orange,"('orange',)",0,0,1,0,0,0,0,0,0,0
an orange pickup truck next to a yellow Porsche 911,"('truck', 'Porsche')",0,1,1,1,0,0,0,0,0,0
an orange wearing a cowboy hat,"('orange', 'cowboy hat')",0,0,1,1,0,0,0,0,0,2
an ornate gold harp,"('harp',)",0,1,1,0,0,0,0,0,0,0
an ornate jewel-encrusted key,"('key', 'jewel')",0,0,0,1,0,0,0,0,0,0
an ornate metal bench by a nature path,"('bench', 'path')",0,0,1,1,0,0,0,0,0,0
"an ornate, high-backed mahogany chair with a red cushion","('chair', 'cushion')",0,1,1,0,0,0,0,0,0,0
an ostrich,"('ostrich',)",0,0,1,0,0,0,0,0,0,0
an ostrich standing on a couch,"('ostrich', 'couch')",1,0,1,1,0,0,0,0,0,0
an ostrich's face,"(""ostrich's face"",)",0,0,1,0,0,0,0,0,0,0
an overhead view of a pickup truck with boxes in its flatbed,"('overhead view', 'truck', 'boxes', 'flatbed')",0,0,1,1,0,0,0,0,0,0
an overhead view of the Empire State Building,"('overhead view', 'Empire State Building')",0,0,1,0,0,0,0,0,0,0
an owl,"('owl',)",0,0,1,0,0,0,0,0,0,0
an owl family,"('owl',)",0,0,1,0,0,0,0,0,0,0
an owl family in the forest,"('owl', 'forest')",0,0,1,1,0,0,0,0,0,0
an owl gripping a squirrel in its talons,"('owl', 'squirrel', 'talons')",1,0,1,1,0,0,0,0,0,0
an owl on top of an elephant's back,"('owl', 'elephant')",0,0,1,1,0,0,0,0,0,0
an owl standing on a telephone wire,"('owl', 'telephone wire')",1,0,1,1,0,0,0,0,0,0
an owl standing on a wire,"('owl', 'wire')",1,0,1,1,0,0,0,0,0,0
an owl with its wings spread out swooping over a tree,"('owl', 'wings', 'tree')",1,0,1,1,0,0,0,0,0,0
anger,"('anger',)",0,0,0,0,0,0,0,0,0,0
"Anime illustration of a kangaroo holding a sign that says ""Starry Night"", in front of the Sydney Opera House sitting next to the Eiffel Tower under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu","('illustration', 'kangaroo', 'sign', 'Sydney Opera House', 'Eiffel Tower', 'night sky', 'energy', 'stars', 'swirls', 'Starry Night')",1,1,1,1,1,0,0,0,0,0
"Anime illustration of the Great Pyramid sitting next to the Parthenon under a blue night sky of roiling energy, exploding yellow stars, and chromatic blue swirls","('illustration', 'Pyramid', 'Parthenon', 'sky', 'energy', 'stars', 'swirls')",1,1,1,1,1,0,0,0,0,0
Anubis wearing sunglasses and sitting astride a hog motorcyle,"('Anubis', 'sunglasses', 'hog motorcyle')",1,0,1,1,0,0,0,0,0,2
artificial intelligence,"('artificial intelligence',)",0,0,0,0,0,0,0,0,0,0
background pattern with alternating roses and skulls,"('background pattern', 'roses', 'skulls')",0,0,0,0,0,0,0,0,0,0
beautiful fireworks in the sky,"('fireworks', 'sky')",0,0,0,1,0,0,0,0,0,0
"beautiful fireworks in the sky with red, white and blue","('fireworks', 'sky')",0,1,0,1,0,0,0,0,0,0
beer,"('beer',)",0,0,0,0,0,0,0,0,0,0
bias,"('bias',)",0,0,0,0,0,0,0,0,0,0
black bearded dog with an injured leg wearing a cone,"('dog', 'leg', 'cone')",1,1,1,1,0,0,0,0,0,0
black hi-top sneakers,"('sneakers',)",0,1,0,0,0,0,0,0,0,0
black hi-top sneakers with the Nike swoosh,"('sneakers', 'Nike swoosh')",0,1,0,0,0,0,0,0,0,0
black hole,"('hole',)",0,1,0,0,0,0,0,0,0,0
blue apples on a tree with yellow leaves,"('apples', 'tree', 'leaves')",0,1,1,1,0,0,0,0,0,2
bond,"('bond',)",0,0,0,0,0,0,0,0,0,0
bottles,"('bottles',)",0,0,0,0,0,0,0,0,0,0
brain coral,"('brain coral',)",0,0,0,0,0,0,0,0,0,0
brown white and black white guinea pigs eating parsley handed to them,"('guinea pigs', 'parsley')",1,1,0,0,0,0,0,0,0,0
cash,"('cash',)",0,0,0,0,0,0,0,0,0,0
cash on a stone floor,"('cash', 'floor')",0,0,0,1,0,0,0,0,0,0
cash on a wooden table,"('cash', 'table')",0,0,1,1,0,0,0,0,0,0
chair,"('chair',)",0,0,0,0,0,0,0,0,0,0
children,"('children',)",0,0,0,0,0,0,0,0,0,0
children on a couch,"('children', 'couch')",0,0,1,1,0,0,0,2,0,0
"close-up portrait of a smiling businesswoman holding a cell phone, oil painting in the style of Rembrandt","('portrait', 'businesswoman', 'phone', 'painting')",1,0,1,1,1,0,2,2,1,0
commonsense,"('commonsense',)",0,0,0,0,0,0,0,0,0,0
concentric circles,"('circles',)",0,0,0,0,0,0,0,0,0,0
concentric squares fading from yellow on the outside to deep orange on the inside,"('squares',)",1,1,0,1,0,0,0,0,0,0
concurrent lines,"('concurrent lines',)",0,0,0,0,0,0,0,0,0,0
congruent triangles,"('triangles',)",0,0,0,0,0,0,0,0,0,0
corgi pizza,"('corgi pizza',)",0,0,0,0,0,0,0,0,0,0
derision,"('derision',)",0,0,0,0,0,0,0,0,0,0
Dogs playing poker,"('Dogs', 'poker')",1,0,0,0,0,0,0,0,0,2
Dogs sitting around a poker table,"('Dogs', 'table')",1,0,1,1,0,0,0,0,0,2
Dogs sitting around a poker table with beer bottles and chips. Their hands are holding cards.,"('Dogs', 'table', 'bottles', 'chips', 'hands', 'cards')",1,0,1,1,0,0,0,0,0,2
Downtown Austin at sunrise. detailed ink wash.,"('Downtown', 'sunrise')",0,0,0,0,1,1,0,0,0,0
Downtown Beijing at sunrise. detailed ink wash.,"('Downtown', 'sunrise')",0,0,0,0,1,1,0,0,0,0
Downtown Istanbul at sunrise. detailed ink wash.,"('Downtown', 'sunrise')",0,0,0,0,1,1,0,0,0,0
Downtown LA at sunrise. detailed ink wash.,"('Downtown', 'sunrise')",0,0,0,0,1,1,0,0,0,0
Downtown NYC at sunrise. detailed ink wash.,"('Downtown', 'sunrise')",0,0,0,0,1,1,0,0,0,0
Downtown Rio de Janeiro at sunrise. detailed ink wash.,"('Downtown', 'sunrise')",0,0,0,0,1,1,0,0,0,0
Downtown Saigon at sunrise. detailed ink wash.,"('Downtown', 'sunrise')",0,0,0,0,1,1,0,0,0,0
Downtown Sanfrancisco at sunrise. detailed ink wash.,"('Downtown', 'sunrise')",0,0,0,0,1,1,0,0,0,0
Downtown Seattle at sunrise. detailed ink wash.,"('Downtown', 'sunrise')",0,0,0,0,1,1,0,0,0,0
Downtown Shanghai at sunrise. detailed ink wash.,"('Downtown', 'sunrise')",0,0,0,0,1,1,0,0,0,0
Downtown Singapore at sunrise. detailed ink wash.,"('Downtown', 'sunrise')",0,0,0,0,1,1,0,0,0,0
Downtown Sydney at sunrise. detailed ink wash.,"('Downtown', 'sunrise')",0,0,0,0,1,1,0,0,0,0
earth,"('earth',)",0,0,0,0,0,0,0,0,0,0
element,"('element',)",0,0,0,0,0,0,0,0,0,0
emotion,"('emotion',)",0,0,0,0,0,0,0,0,0,0
energy,"('energy',)",0,0,0,0,0,0,0,0,0,0
Face of an orange frog in cartoon style,"('frog', 'Face')",0,1,1,0,1,0,0,0,0,0
fairness,"('fairness',)",0,0,0,0,0,0,0,0,0,0
